department,promotion_name,media_type,sales_district,store_type,yearly_income,member_card,occupation,video_store,store_cost,unit_sales,SRP,net_weight,cost,store_sqft,promotion_period
0,11,12,16,0,4,1,2,0,1.1648,4,0.91,8.6,9574,33858.0,3
14,11,12,16,0,0,2,4,0,6.64,4,3.32,16.7,9574,33858.0,3
19,11,12,16,0,0,2,4,0,4.668,3,3.89,16.7,9574,33858.0,3
2,11,12,16,0,0,2,4,0,1.3202,2,1.61,14.0,9574,33858.0,3
13,11,12,16,0,0,2,4,0,1.8573,3,1.51,10.0,9574,33858.0,3
5,11,12,16,0,0,2,4,0,4.3824,3,3.32,5.4,9574,33858.0,3
11,11,12,16,0,3,3,3,0,2.6877,3,2.89,19.2,9574,33858.0,3
19,11,12,16,0,3,3,3,0,0.9856,2,1.54,5.43,9574,33858.0,3
13,11,12,16,0,3,3,3,0,1.773,2,1.97,10.5,9574,33858.0,3
17,11,12,16,0,3,3,3,0,2.115,3,1.41,20.1,9574,33858.0,3
19,11,12,16,0,3,3,3,0,3.24,4,1.8,8.69,9574,33858.0,3
10,11,12,16,0,3,3,3,0,1.788,3,1.49,10.3,9574,33858.0,3
12,11,12,16,0,3,3,3,0,1.6072,2,1.64,13.1,9574,33858.0,3
5,11,12,16,0,2,2,3,0,3.2487,3,2.21,7.35,9574,33858.0,3
17,11,12,16,0,2,2,3,0,1.824,3,1.9,18.8,9574,33858.0,3
3,11,12,16,0,2,2,3,0,1.3632,3,1.42,7.13,9574,33858.0,3
17,11,12,16,0,4,0,4,0,0.4554,2,0.69,11.3,9574,33858.0,3
12,11,12,16,0,4,0,4,0,4.2558,3,3.46,8.0,9574,33858.0,3
17,11,12,16,0,4,0,4,0,4.0392,3,3.74,17.7,9574,33858.0,3
13,11,12,16,0,4,0,2,0,1.971,2,2.19,9.0,9574,33858.0,3
2,11,12,16,0,4,0,2,0,1.0074,3,0.73,17.8,9574,33858.0,3
14,11,12,16,0,4,0,2,0,3.43,4,2.45,4.11,9574,33858.0,3
0,11,12,16,0,0,0,4,0,2.8804,2,3.79,15.2,9574,33858.0,3
13,11,12,16,0,0,0,4,0,0.7665,3,0.73,14.2,9574,33858.0,3
17,11,12,16,0,0,0,4,0,1.161,2,1.35,19.5,9574,33858.0,3
14,11,12,16,0,0,0,4,0,2.8083,3,2.53,16.7,9574,33858.0,3
16,11,12,16,0,0,0,4,0,2.3826,2,3.61,13.6,9574,33858.0,3
3,11,12,16,0,0,0,4,0,0.792,3,0.55,8.0,9574,33858.0,3
13,11,12,16,0,0,0,4,0,1.6761,3,1.51,10.0,9574,33858.0,3
1,11,12,16,0,7,0,3,0,3.3354,3,3.27,14.3,9574,33858.0,3
4,11,12,16,0,7,0,3,0,1.504,2,2.35,19.2,9574,33858.0,3
12,11,12,16,0,7,0,3,0,4.7576,4,3.13,7.39,9574,33858.0,3
15,11,12,16,0,7,0,3,0,2.0475,3,1.75,6.26,9574,33858.0,3
19,11,12,16,0,7,0,3,0,1.0332,3,0.82,15.3,9574,33858.0,3
14,11,12,16,0,7,0,3,0,0.6042,3,0.53,6.17,9574,33858.0,3
20,11,12,16,0,7,0,3,0,3.1992,3,3.44,16.5,9574,33858.0,3
12,11,12,16,0,7,0,3,0,2.607,2,3.95,16.0,9574,33858.0,3
2,11,12,16,0,7,0,3,0,3.129,3,2.98,3.42,9574,33858.0,3
9,11,12,16,0,7,0,3,0,1.188,3,1.32,18.8,9574,33858.0,3
10,11,12,16,0,7,0,3,0,4.4344,4,2.41,16.7,9574,33858.0,3
19,11,12,16,0,7,0,3,0,1.8648,2,2.22,5.98,9574,33858.0,3
12,11,12,16,0,4,1,2,0,2.9853,3,3.21,5.34,9574,33858.0,3
14,11,12,16,0,4,1,2,0,4.5684,3,3.24,7.42,9574,33858.0,3
9,11,12,16,0,4,1,2,0,2.05,5,0.82,18.2,9574,33858.0,3
17,11,12,16,0,4,1,2,0,1.0836,3,0.84,10.1,9574,33858.0,3
12,11,12,16,0,4,1,2,0,1.0764,4,0.69,12.6,9574,33858.0,3
3,11,12,16,0,4,1,2,0,3.3957,3,2.31,16.8,9574,33858.0,3
2,11,12,16,0,4,1,2,0,4.662,4,2.59,10.1,9574,33858.0,3
14,11,12,16,0,4,1,2,0,2.8899,3,2.47,5.36,9574,33858.0,3
3,11,12,16,0,5,1,3,0,4.1067,3,3.51,19.0,9574,33858.0,3
4,11,12,16,0,5,0,3,0,4.76,4,3.5,12.3,9574,33858.0,3
17,11,12,16,0,5,0,3,0,1.6851,3,1.37,6.32,9574,33858.0,3
2,11,12,16,0,5,0,3,0,0.7632,3,0.53,11.8,9574,33858.0,3
5,11,12,16,0,5,0,3,0,1.9422,2,2.49,5.02,9574,33858.0,3
17,11,12,16,0,6,0,3,0,3.5916,4,2.19,12.5,9574,33858.0,3
20,11,12,16,0,6,0,3,0,3.2967,3,3.33,8.19,9574,33858.0,3
3,11,12,16,0,6,0,3,0,2.112,4,1.6,7.57,9574,33858.0,3
2,11,12,16,0,0,2,4,0,2.3754,3,2.14,13.8,9574,33858.0,3
10,11,12,16,0,0,2,4,0,3.4515,3,2.95,18.2,9574,33858.0,3
17,11,12,16,0,0,2,4,0,3.0222,3,2.19,12.5,9574,33858.0,3
3,11,12,16,0,0,2,4,0,0.9408,4,0.56,13.7,9574,33858.0,3
0,11,12,16,0,0,2,4,0,0.693,3,0.7,13.5,9574,33858.0,3
5,11,12,16,0,0,2,4,0,6.86,4,3.5,3.11,9574,33858.0,3
17,11,12,16,0,0,2,4,0,1.2784,2,1.36,11.5,9574,33858.0,3
13,11,12,16,0,3,1,3,0,5.2992,4,2.76,11.3,9574,33858.0,3
19,11,12,16,0,3,1,3,0,1.539,3,1.71,14.1,9574,33858.0,3
2,11,12,16,0,3,1,3,0,2.964,4,1.9,17.2,9574,33858.0,3
14,11,12,16,0,3,1,3,0,3.3924,4,2.57,9.0,9574,33858.0,3
19,11,12,16,0,3,1,3,0,2.136,4,1.78,18.0,9574,33858.0,3
4,11,12,16,0,3,1,3,0,2.5872,4,1.54,6.89,9574,33858.0,3
9,11,12,16,0,3,1,3,0,2.944,4,2.3,8.43,9574,33858.0,3
17,11,12,16,0,3,1,3,0,2.1148,2,3.11,16.6,9574,33858.0,3
10,26,8,16,0,0,3,4,0,1.961,2,2.65,6.19,11513,33858.0,2
19,26,8,16,0,0,3,4,0,1.0824,4,0.82,6.71,11513,33858.0,2
14,26,8,16,0,0,3,4,0,1.0512,3,0.73,12.0,11513,33858.0,2
11,26,8,16,0,0,3,4,0,1.638,4,1.17,15.0,11513,33858.0,2
12,26,8,16,0,0,3,4,0,2.5536,3,2.24,12.8,11513,33858.0,2
19,26,8,16,0,0,3,4,0,3.8955,3,2.65,20.7,11513,33858.0,2
5,26,8,16,0,4,1,4,0,0.615,2,0.75,7.34,11513,33858.0,2
17,26,8,16,0,4,1,4,0,1.4274,2,1.83,7.78,11513,33858.0,2
14,26,8,16,0,4,1,4,0,3.2472,3,2.46,7.39,11513,33858.0,2
2,26,8,16,0,4,0,2,0,7.4175,5,3.45,11.6,11513,33858.0,2
17,26,8,16,0,4,0,2,0,2.6164,4,2.11,7.89,11513,33858.0,2
14,26,8,16,0,4,0,2,0,2.443,2,3.49,8.89,11513,33858.0,2
17,26,8,16,0,4,0,2,0,5.781,5,2.82,7.75,11513,33858.0,2
15,26,8,16,0,4,0,2,0,1.2462,3,1.34,17.5,11513,33858.0,2
13,26,8,16,0,4,0,2,0,1.224,4,0.85,6.56,11513,33858.0,2
14,26,8,16,0,4,0,2,0,1.045,5,0.55,19.5,11513,33858.0,2
14,26,8,16,0,6,0,3,0,3.6576,3,3.81,13.8,11513,33858.0,2
12,26,8,16,0,6,0,3,0,2.256,3,2.35,6.06,11513,33858.0,2
19,26,8,16,0,6,0,3,0,0.9288,3,0.86,12.6,11513,33858.0,2
5,26,8,16,0,6,0,3,0,0.7752,4,0.57,14.8,11513,33858.0,2
13,26,8,16,0,6,0,3,0,0.399,2,0.57,10.6,11513,33858.0,2
2,26,8,16,0,6,0,3,0,2.664,4,1.48,4.65,11513,33858.0,2
3,26,8,16,0,6,0,3,0,4.1475,3,3.95,16.2,11513,33858.0,2
21,26,8,16,0,2,0,3,0,0.5832,3,0.54,10.6,11513,33858.0,2
12,26,8,16,0,2,0,3,0,2.996,4,2.14,13.5,11513,33858.0,2
21,26,8,16,0,2,0,3,0,2.8923,3,3.11,6.43,11513,33858.0,2
10,26,8,16,0,2,0,3,0,2.772,4,2.1,17.0,11513,33858.0,2
12,26,8,16,0,2,0,3,0,1.776,3,1.6,9.89,11513,33858.0,2
14,26,8,16,0,2,0,3,0,2.4921,3,2.13,7.18,11513,33858.0,2
9,26,8,16,0,2,0,3,0,5.688,4,3.95,13.8,11513,33858.0,2
13,26,8,16,0,2,0,3,0,3.424,4,2.14,5.89,11513,33858.0,2
19,26,8,16,0,2,0,3,0,2.772,4,1.65,6.31,11513,33858.0,2
2,26,8,16,0,2,0,3,0,5.8608,4,3.96,14.5,11513,33858.0,2
3,26,8,16,0,2,0,3,0,3.4944,3,3.64,9.6,11513,33858.0,2
10,26,8,16,0,2,0,3,0,1.6302,3,1.43,9.8,11513,33858.0,2
3,26,8,16,0,2,0,3,0,3.06,4,1.7,3.09,11513,33858.0,2
17,26,8,16,0,2,0,3,0,4.5504,4,2.37,13.1,11513,33858.0,2
2,26,8,16,0,2,0,3,0,3.2634,3,2.59,9.3,11513,33858.0,2
9,26,8,16,0,2,0,3,0,4.76,4,3.5,12.6,11513,33858.0,2
17,26,8,16,0,4,0,1,0,8.232,5,3.43,6.28,11513,33858.0,2
12,26,8,16,0,4,0,1,0,0.7182,3,0.63,16.1,11513,33858.0,2
5,26,8,16,0,0,2,2,0,1.827,3,1.74,8.89,11513,33858.0,2
11,26,8,16,0,0,2,2,0,1.7721,3,1.79,12.1,11513,33858.0,2
14,26,8,16,0,0,2,2,0,4.5264,3,3.68,17.8,11513,33858.0,2
5,26,8,16,0,7,0,1,0,2.838,3,2.15,16.0,11513,33858.0,2
9,26,8,16,0,7,0,1,0,0.9114,2,1.47,5.4,11513,33858.0,2
14,26,8,16,0,7,0,1,0,2.76,2,3.45,5.86,11513,33858.0,2
2,26,8,16,0,7,0,1,0,3.6456,3,2.48,18.3,11513,33858.0,2
14,26,8,16,0,7,0,1,0,3.0668,4,1.87,18.7,11513,33858.0,2
17,26,8,16,0,7,0,1,0,2.1238,2,2.87,9.6,11513,33858.0,2
17,26,8,16,0,6,0,3,0,2.94,3,1.96,6.17,11513,33858.0,2
17,26,8,16,0,6,0,3,0,1.1616,2,1.32,13.8,11513,33858.0,2
19,26,8,16,0,6,0,3,0,1.377,3,1.35,14.3,11513,33858.0,2
2,26,8,16,0,6,0,3,0,1.3104,2,1.56,10.6,11513,33858.0,2
17,26,8,16,0,6,0,3,0,2.3324,2,3.43,6.28,11513,33858.0,2
12,26,8,16,0,4,0,2,0,2.6559,3,2.27,19.6,11513,33858.0,2
17,26,8,16,0,4,0,2,0,1.152,3,1.2,6.26,11513,33858.0,2
9,26,8,16,0,4,0,2,0,0.477,3,0.53,11.6,11513,33858.0,2
12,26,8,16,0,4,0,2,0,1.3986,3,1.26,18.7,11513,33858.0,2
2,26,8,16,0,4,0,2,0,3.6696,3,2.78,5.48,11513,33858.0,2
1,26,8,16,0,4,0,1,0,2.277,3,1.65,14.3,11513,33858.0,2
10,26,8,16,0,4,0,1,0,3.657,3,2.65,6.19,11513,33858.0,2
17,26,8,16,0,4,0,1,0,4.1076,3,3.26,9.5,11513,33858.0,2
1,26,8,16,0,4,0,1,0,2.7219,3,2.11,11.8,11513,33858.0,2
9,26,8,16,0,4,0,1,0,2.9052,3,2.69,5.42,11513,33858.0,2
14,26,8,16,0,4,0,1,0,3.5328,3,3.68,17.8,11513,33858.0,2
4,26,8,16,0,4,1,3,0,1.5708,3,1.54,6.89,11513,33858.0,2
19,26,8,16,0,4,1,3,0,3.5532,3,2.82,15.2,11513,33858.0,2
11,26,8,16,0,4,1,3,0,4.032,3,3.84,16.7,11513,33858.0,2
20,26,8,16,0,4,0,2,0,3.942,3,2.92,12.6,11513,33858.0,2
1,26,8,16,0,4,0,2,0,0.7632,3,0.53,6.15,11513,33858.0,2
12,26,8,16,0,4,0,2,0,1.8864,3,1.31,8.39,11513,33858.0,2
19,26,8,16,0,4,0,2,0,1.7649,3,1.59,4.17,11513,33858.0,2
12,26,8,16,0,4,0,2,0,2.4684,3,1.87,14.7,11513,33858.0,2
14,26,8,16,0,4,0,2,0,4.3788,3,3.56,14.6,11513,33858.0,2
11,26,8,16,0,4,0,2,0,1.7292,4,1.31,7.21,11513,33858.0,2
20,26,8,16,0,4,3,4,0,4.2712,4,2.81,6.11,11513,33858.0,2
0,26,8,16,0,4,3,4,0,3.9396,3,2.68,8.69,11513,33858.0,2
17,26,8,16,0,4,3,4,0,3.0,5,1.5,7.98,11513,33858.0,2
2,26,8,16,0,1,0,1,0,1.2864,4,0.67,19.0,11513,33858.0,2
17,26,8,16,0,1,0,1,0,1.4157,3,1.43,20.8,11513,33858.0,2
17,26,8,16,0,4,3,2,0,1.652,4,1.18,17.8,11513,33858.0,2
5,26,8,16,0,4,3,2,0,3.6348,4,2.33,18.7,11513,33858.0,2
20,26,8,16,0,4,3,2,0,5.8996,4,3.43,10.1,11513,33858.0,2
13,26,8,16,0,5,0,3,0,0.6624,2,0.92,19.6,11513,33858.0,2
14,26,8,16,0,5,0,3,0,4.773,3,3.7,11.3,11513,33858.0,2
21,26,8,16,0,5,0,3,0,1.7472,2,2.73,13.5,11513,33858.0,2
1,26,8,16,0,5,1,3,0,1.06,4,0.53,6.15,11513,33858.0,2
9,26,8,16,0,5,1,3,0,0.98,2,1.4,15.7,11513,33858.0,2
5,26,8,16,0,5,1,3,0,3.168,4,1.8,11.0,11513,33858.0,2
10,26,8,16,0,5,1,3,0,2.139,3,1.55,4.19,11513,33858.0,2
12,26,8,16,0,5,1,3,0,2.064,3,1.72,15.7,11513,33858.0,2
17,26,8,16,0,5,1,3,0,2.5116,2,2.99,10.3,11513,33858.0,2
12,26,8,16,0,6,0,3,0,2.3168,4,1.81,18.8,11513,33858.0,2
2,26,8,16,0,6,0,3,0,3.2766,3,2.54,19.0,11513,33858.0,2
12,26,8,16,0,6,0,3,0,4.3596,3,3.46,8.0,11513,33858.0,2
14,26,8,16,0,6,0,3,0,1.56,2,1.95,18.2,11513,33858.0,2
17,26,8,16,0,6,0,3,0,5.3856,3,3.74,17.7,11513,33858.0,2
20,26,8,16,0,6,0,3,0,4.0356,3,3.54,7.89,11513,33858.0,2
17,26,8,16,0,4,3,2,0,2.7435,5,1.77,6.72,11513,33858.0,2
19,26,8,16,0,4,3,2,0,6.615,5,2.7,4.28,11513,33858.0,2
2,26,8,16,0,4,0,2,0,0.8208,3,0.76,8.8,11513,33858.0,2
14,26,8,16,0,4,0,2,0,2.9982,3,2.63,5.78,11513,33858.0,2
2,26,8,16,0,4,0,2,0,3.6963,3,3.33,11.6,11513,33858.0,2
20,26,8,16,0,4,0,2,0,1.372,4,0.98,12.5,11513,33858.0,2
10,26,8,16,0,4,0,2,0,2.2072,4,1.78,13.3,11513,33858.0,2
10,26,8,16,0,1,0,1,0,1.6464,2,1.68,10.1,11513,33858.0,2
2,26,8,16,0,1,0,1,0,3.807,3,2.7,20.3,11513,33858.0,2
21,26,8,16,0,1,0,1,0,5.0432,4,3.94,11.3,11513,33858.0,2
2,26,8,16,0,1,0,1,0,3.657,3,2.65,3.94,11513,33858.0,2
12,26,8,16,0,5,0,3,0,0.9288,3,0.86,6.86,11513,33858.0,2
16,26,8,16,0,5,0,3,0,1.935,3,2.15,6.39,11513,33858.0,2
9,26,8,16,0,0,2,2,0,0.4422,2,0.67,4.42,11513,33858.0,2
19,26,8,16,0,0,2,2,0,4.8792,4,3.21,5.86,11513,33858.0,2
13,26,8,16,0,0,2,2,0,2.688,2,3.84,9.39,11513,33858.0,2
10,26,8,16,0,0,2,2,0,1.2168,2,1.69,17.1,11513,33858.0,2
19,26,8,16,0,0,2,2,0,3.626,4,1.85,7.39,11513,33858.0,2
14,26,8,16,0,0,2,2,0,1.5232,2,2.24,4.88,11513,33858.0,2
9,26,8,16,0,0,2,2,0,2.1903,3,1.49,17.2,11513,33858.0,2
5,26,8,16,0,0,2,4,0,5.2072,4,2.83,13.8,11513,33858.0,2
9,26,8,16,0,0,2,4,0,1.408,2,2.2,15.1,11513,33858.0,2
13,26,8,16,0,0,2,4,0,3.8556,3,3.57,13.2,11513,33858.0,2
5,26,8,16,0,0,2,4,0,2.5168,2,2.86,6.85,11513,33858.0,2
19,26,8,16,0,0,2,4,0,4.8888,3,3.88,14.1,11513,33858.0,2
9,26,8,16,0,5,0,4,0,4.7652,4,3.61,16.7,11513,33858.0,2
19,26,8,16,0,5,0,4,0,6.8208,4,3.48,12.3,11513,33858.0,2
17,26,8,16,0,5,0,4,0,3.6096,3,2.56,14.0,11513,33858.0,2
21,26,8,16,0,5,0,4,0,1.512,3,1.2,9.5,11513,33858.0,2
2,26,8,16,0,5,0,4,0,1.8352,4,1.24,8.19,11513,33858.0,2
9,26,8,16,0,6,3,1,0,4.336,4,2.71,15.1,11513,33858.0,2
12,26,8,16,0,6,3,1,0,3.0144,4,1.57,5.76,11513,33858.0,2
19,26,8,16,0,0,2,4,0,1.8216,3,1.32,12.1,11513,33858.0,2
2,26,8,16,0,0,2,4,0,5.94,4,2.97,11.5,11513,33858.0,2
13,26,8,16,0,0,2,4,0,4.0494,3,3.97,5.32,11513,33858.0,2
13,26,8,16,0,0,2,4,0,1.168,4,0.73,9.89,11513,33858.0,2
0,26,8,16,0,0,2,4,0,3.4304,4,2.68,8.69,11513,33858.0,2
14,26,8,16,0,0,2,4,0,1.54,2,1.54,18.7,11513,33858.0,2
12,26,8,16,0,7,0,3,0,3.6848,2,3.92,12.1,11513,33858.0,2
6,26,8,16,0,7,0,3,0,1.1172,3,0.76,8.6,11513,33858.0,2
14,26,8,16,0,7,0,3,0,2.4684,4,1.87,18.7,11513,33858.0,2
19,26,8,16,0,7,0,3,0,1.0064,2,1.36,15.3,11513,33858.0,2
5,26,8,16,0,7,0,3,0,1.4364,3,1.26,10.6,11513,33858.0,2
17,26,8,16,0,7,0,3,0,3.3216,4,1.73,12.1,11513,33858.0,2
12,26,8,16,0,4,1,2,0,1.2558,3,0.91,7.9,11513,33858.0,2
10,26,8,16,0,4,1,2,0,1.3764,4,1.11,16.2,11513,33858.0,2
19,26,8,16,0,4,1,2,0,1.9107,3,1.93,9.5,11513,33858.0,2
9,26,8,16,0,4,1,2,0,1.524,3,1.27,17.7,11513,33858.0,2
14,26,8,16,0,3,1,3,0,4.6128,4,3.72,15.7,11513,33858.0,2
20,26,8,16,0,3,1,3,0,3.16,4,1.58,8.3,11513,33858.0,2
9,26,8,16,0,3,1,3,0,4.416,4,2.76,11.8,11513,33858.0,2
9,26,8,16,0,3,1,3,0,4.9496,4,2.69,5.42,11513,33858.0,2
17,26,8,16,0,3,1,3,0,2.5604,4,1.73,12.1,11513,33858.0,2
19,26,8,16,0,3,1,3,0,1.3056,4,0.68,14.0,11513,33858.0,2
17,26,8,16,0,5,3,1,0,2.1584,4,1.42,7.61,11513,33858.0,2
6,26,8,16,0,5,3,1,0,3.0785,5,1.31,11.0,11513,33858.0,2
3,26,8,16,0,5,3,1,0,3.63,5,2.42,5.13,11513,33858.0,2
12,26,8,16,0,5,3,1,0,0.8556,3,0.92,5.86,11513,33858.0,2
17,26,8,16,0,5,3,1,0,2.6496,4,1.84,11.6,11513,33858.0,2
5,26,8,16,0,5,3,1,0,2.5515,3,2.43,7.46,11513,33858.0,2
9,26,8,16,0,5,3,1,0,2.2176,4,1.32,16.6,11513,33858.0,2
5,26,8,16,0,2,0,1,0,2.0196,3,1.53,16.2,11513,33858.0,2
14,26,8,16,0,2,0,1,0,3.744,4,2.34,7.02,11513,33858.0,2
2,26,8,16,0,2,0,1,0,2.322,4,1.35,14.1,11513,33858.0,2
12,26,8,16,0,2,0,1,0,1.7408,4,1.36,5.11,11513,33858.0,2
2,26,8,16,0,2,0,1,0,1.5876,4,0.81,3.38,11513,33858.0,2
14,26,8,16,0,2,0,1,0,4.032,4,3.15,8.38,11513,33858.0,2
19,26,8,16,0,2,0,1,0,1.224,3,1.2,12.0,11513,33858.0,2
3,26,8,16,0,2,0,1,0,1.96,4,1.4,14.3,11513,33858.0,2
17,26,8,16,0,2,0,1,0,3.61,2,3.61,11.6,11513,33858.0,2
14,26,8,16,0,5,1,3,0,3.82,4,1.91,18.8,11513,33858.0,2
16,26,8,16,0,5,1,3,0,2.4975,3,1.85,10.6,11513,33858.0,2
13,26,8,16,0,5,1,3,0,3.5475,3,2.75,7.23,11513,33858.0,2
3,26,8,16,0,5,1,3,0,3.7584,4,2.61,17.0,11513,33858.0,2
19,26,8,16,0,2,0,3,0,1.4496,3,1.51,3.84,11513,33858.0,2
16,26,8,16,0,2,0,3,0,1.3524,2,1.61,12.3,11513,33858.0,2
9,26,8,16,0,2,0,3,0,3.3934,2,3.61,16.7,11513,33858.0,2
5,26,8,16,0,2,0,3,0,1.4688,3,1.36,18.7,11513,33858.0,2
17,26,8,16,0,2,0,3,0,1.072,2,1.34,8.3,11513,33858.0,2
20,26,8,16,0,2,0,3,0,2.4288,4,1.84,16.8,11513,33858.0,2
1,34,8,16,0,4,1,4,0,3.4716,3,2.63,8.1,6731,33858.0,3
9,34,8,16,0,4,1,4,0,1.7784,4,1.14,12.3,6731,33858.0,3
5,34,8,16,0,4,1,4,0,0.7821,3,0.79,7.64,6731,33858.0,3
5,34,8,16,0,4,1,4,0,3.9402,3,3.98,5.46,6731,33858.0,3
17,34,8,16,0,4,1,4,0,4.144,4,2.96,7.96,6731,33858.0,3
2,34,8,16,0,4,1,4,0,3.286,4,2.65,3.94,6731,33858.0,3
19,34,8,16,0,4,1,4,0,1.2604,2,1.37,16.0,6731,33858.0,3
9,34,8,16,0,4,1,4,0,6.1152,4,3.12,6.9,6731,33858.0,3
17,34,8,16,0,5,0,3,0,2.3079,3,1.57,20.3,6731,33858.0,3
3,34,8,16,0,5,0,3,0,2.924,2,3.4,8.39,6731,33858.0,3
1,34,8,16,0,5,0,3,0,3.1476,3,2.44,4.28,6731,33858.0,3
5,34,8,16,0,0,2,4,0,2.16,2,2.4,18.5,6731,33858.0,3
17,34,8,16,0,0,2,4,0,2.0757,3,1.87,15.2,6731,33858.0,3
14,34,8,16,0,0,2,4,0,1.2936,2,1.47,18.7,6731,33858.0,3
5,34,8,16,0,0,2,4,0,3.1776,3,3.31,9.5,6731,33858.0,3
11,34,8,16,0,0,2,4,0,2.34,4,1.3,10.0,6731,33858.0,3
14,34,8,16,0,0,2,4,0,6.38,4,3.19,14.5,6731,33858.0,3
17,34,8,16,0,4,0,2,0,1.7024,2,2.66,14.0,6731,33858.0,3
17,34,8,16,0,0,2,4,0,1.932,3,1.84,6.05,6731,33858.0,3
19,34,8,16,0,0,2,4,0,2.7384,4,1.63,10.5,6731,33858.0,3
12,34,8,16,0,0,2,4,0,2.4072,4,1.77,20.2,6731,33858.0,3
17,34,8,16,0,0,2,4,0,1.7523,3,1.77,6.72,6731,33858.0,3
11,34,8,16,0,0,2,4,0,2.1855,3,2.35,17.2,6731,33858.0,3
10,34,8,16,0,0,2,4,0,2.3067,3,2.33,4.86,6731,33858.0,3
2,34,8,16,0,0,2,4,0,4.332,4,3.61,18.7,6731,33858.0,3
17,34,8,16,0,0,2,4,0,4.3824,3,3.32,14.1,6731,33858.0,3
17,34,8,16,0,4,0,4,0,1.7848,2,1.94,10.0,6731,33858.0,3
5,34,8,16,0,4,0,4,0,0.72,3,0.6,7.6,6731,33858.0,3
17,34,8,16,0,4,0,1,0,1.8963,3,1.29,17.3,6731,33858.0,3
2,34,8,16,0,4,0,1,0,3.0464,4,2.38,10.6,6731,33858.0,3
12,34,8,16,0,4,0,1,0,5.488,4,3.92,12.1,6731,33858.0,3
9,34,8,16,0,4,0,1,0,2.4255,3,2.31,13.5,6731,33858.0,3
17,34,8,16,0,4,0,1,0,4.07,4,2.75,18.7,6731,33858.0,3
17,34,8,16,0,4,0,1,0,6.4,5,2.56,8.5,6731,33858.0,3
12,34,8,16,0,4,0,1,0,1.584,2,2.2,14.6,6731,33858.0,3
5,34,8,16,0,4,0,1,0,6.44,4,3.5,3.11,6731,33858.0,3
20,34,8,16,0,4,0,1,0,3.1302,2,3.33,8.19,6731,33858.0,3
19,34,8,16,0,4,0,1,0,1.1508,2,1.37,16.0,6731,33858.0,3
10,34,8,16,0,4,0,3,0,1.0062,3,0.78,11.1,6731,33858.0,3
12,34,8,16,0,4,0,3,0,1.428,3,1.19,13.3,6731,33858.0,3
12,34,8,16,0,4,0,3,0,2.6732,4,1.63,7.4,6731,33858.0,3
17,34,8,16,0,4,0,3,0,3.6284,4,1.93,6.02,6731,33858.0,3
9,34,8,16,0,4,0,3,0,0.7548,3,0.74,11.3,6731,33858.0,3
18,34,8,16,0,4,0,3,0,0.5616,3,0.52,16.7,6731,33858.0,3
5,34,8,16,0,4,1,2,0,0.702,3,0.6,7.6,6731,33858.0,3
17,34,8,16,0,4,1,2,0,1.1956,4,0.61,7.32,6731,33858.0,3
15,34,8,16,0,4,1,2,0,1.6986,3,1.49,11.0,6731,33858.0,3
20,34,8,16,0,4,1,2,0,2.394,4,1.71,17.8,6731,33858.0,3
20,34,8,16,0,0,2,4,0,0.888,2,1.11,9.69,6731,33858.0,3
17,34,8,16,0,0,2,4,0,3.492,3,2.91,19.5,6731,33858.0,3
19,34,8,16,0,4,0,4,0,3.4398,3,2.73,8.69,6731,33858.0,3
5,34,8,16,0,4,0,4,0,2.244,3,1.87,6.31,6731,33858.0,3
19,34,8,16,0,4,0,4,0,1.42,2,1.42,5.3,6731,33858.0,3
17,34,8,16,0,4,0,4,0,3.507,3,3.34,18.8,6731,33858.0,3
14,34,8,16,0,6,0,3,0,3.0771,3,2.63,11.6,6731,33858.0,3
14,34,8,16,0,6,0,3,0,1.1008,4,0.64,12.0,6731,33858.0,3
17,34,8,16,0,7,0,3,0,0.5568,2,0.58,10.0,6731,33858.0,3
2,34,8,16,0,7,0,3,0,3.5264,4,2.32,17.2,6731,33858.0,3
10,34,8,16,0,7,0,3,0,1.8216,2,2.76,3.8,6731,33858.0,3
4,34,8,16,0,7,0,3,0,1.379,2,1.97,5.42,6731,33858.0,3
21,34,8,16,0,7,0,3,0,4.218,3,3.8,11.8,6731,33858.0,3
3,34,8,16,0,7,0,3,0,2.7384,2,3.26,14.3,6731,33858.0,3
13,34,8,16,0,7,0,3,0,1.584,2,1.8,8.5,6731,33858.0,3
9,34,8,16,0,4,0,1,0,1.729,2,2.47,11.1,6731,33858.0,3
17,34,8,16,0,4,0,1,0,1.6632,3,1.32,5.28,6731,33858.0,3
12,34,8,16,0,4,0,1,0,4.7056,4,3.46,8.0,6731,33858.0,3
12,34,8,16,0,4,0,1,0,0.817,2,0.95,8.81,6731,33858.0,3
3,34,8,16,0,4,0,1,0,3.584,4,2.8,10.0,6731,33858.0,3
10,34,8,16,0,4,0,1,0,2.4752,4,1.82,9.5,6731,33858.0,3
19,34,8,16,0,4,0,1,0,2.2896,3,2.12,15.0,6731,33858.0,3
17,34,8,16,0,4,0,1,0,2.7208,2,3.58,18.8,6731,33858.0,3
2,34,8,16,0,0,2,4,0,0.6216,3,0.56,6.85,6731,33858.0,3
4,34,8,16,0,0,2,4,0,0.9546,3,0.86,7.39,6731,33858.0,3
2,34,8,16,0,5,0,4,0,0.4526,2,0.73,6.09,6731,33858.0,3
13,34,8,16,0,5,0,4,0,1.8912,3,1.97,17.8,6731,33858.0,3
